velocity,acceleration,label
1016.5545322346098,-71895.06232391605,human
1346.745457359291,53925.75025364657,human
939.5035892241498,-59752.89290165451,human
1538.5730530794908,92171.21340106058,human
1201.9285069401571,-51806.6250761472,human
1276.9692895720389,11139.403813697823,human
1393.0559023095846,18080.302419292195,human
1073.6780222125985,-48494.65735084201,human
1465.1963404070295,57080.42851945409,human
1832.4406742636618,56079.45456264637,human
2491.3801819524256,107319.24874216646,human
3374.262281880048,132045.21192607423,human
3535.0583035606196,25294.505378948696,human
3322.8244376683456,-30125.329203946952,human
3389.751421633572,10566.19552652861,human
2642.228691278286,-107591.96932226409,human
4645.301224660947,322588.5094093468,human
3205.5852327713246,-207855.10614231759,human
3766.50637628246,90168.39628672888,human
2375.6163353750303,-211531.08024722422,human
1952.2761263194523,-61431.55038066175,human
1679.9353629064333,-42297.265546407434,human
1431.4287450026966,-37706.19330391471,human
1081.1292257407633,-46974.31660714891,human
1947.4049542676282,147958.77970693258,human
1282.4732163690476,-99807.67448001176,human
1272.4096900481486,-1588.2558963670922,human
1019.6028605465694,-36453.131745248604,human
809.15735091144,-33395.34799457691,human
967.4697831769952,25527.082419696577,human
418.31489361702126,-76573.22306851586,human
820.6104241665363,66025.58119290785,human
424.35289356535816,-56051.0099025578,human
565.1262382990924,22064.5068352048,human
750.2421922512789,27776.35982275504,human
748.1278538812785,-316.35908542544536,human
1363.3905409937256,97513.55613688352,human
1379.8641650896059,2409.5197182259376,human
1769.2141469657613,65979.24069262197,human
2120.672261896268,53102.38390797854,human
1777.0736890134601,-46969.229496354754,human
2884.555534329271,177477.3825597175,human
4440.388032938119,234760.38681314842,human
5691.4676348699895,192445.3800821965,human
5019.625768677141,-101451.2178405864,human
5751.275502421659,113355.54834676297,human
5759.958756109928,1251.5534597154335,human
5962.770340226998,33540.47151283669,human
5741.246182997099,-32097.960367775417,human
4381.93631226972,-215919.66779137778,human
4319.544089780567,-8861.301244586912,human
3824.970635684875,-79305.40263819929,human
3378.825663158529,-64631.217588752224,human
3596.0571763501284,33492.68507225327,human
3331.8021408226,-43167.391826345796,human
2045.6901503399213,-180696.90369910767,human
2503.788864741598,70458.57243160286,human
1875.317560266776,-98215.27278378345,human
1782.4400189946514,-13608.014911371676,human
1534.009079666318,-40170.973535933765,human
1203.529199655465,-49333.84641239425,human
902.1314959925203,-46630.52726168585,human
523.1528050950881,-54988.47473435028,human
614.6853777618062,13645.9598943025,human
660.488042544806,7337.214991024533,human
1083.8773970271486,63035.058322543926,human
1797.9462571003824,106618.55669362446,human
1698.5363914147922,-15350.11586660286,human
2275.339749314196,87301.11977666359,human
2747.781913953891,74332.88547216337,human
3408.9477465124673,98839.16655963812,human
4192.401449655217,116344.81663030904,human
3431.6699810315677,-124172.59658211582,human
3217.9689332719963,-32133.331878617664,human
2330.597727859498,-139115.81805884966,human
2119.0196333107965,-31544.9611928763,human
2221.8868834819154,15374.568608549509,human
2236.018766852938,2223.308887869956,human
2375.8962635461435,20262.787314025656,human
2017.3521751360058,-53178.7865269279,human
2248.9919871367197,37499.23926179482,human
1926.5078613574533,-47789.86180590327,human
1983.7867464276137,9068.588885901936,human
1910.0052329848256,-11140.947437057272,human
1518.035130918144,-58346.94136986518,human
1906.0143597086358,60786.03082562754,human
1368.9974613766592,-81686.08561476038,human
1551.7949457219759,27815.564496426465,human
1335.551985749858,-31325.16101343144,human
1547.057022995104,31781.479014720186,human
1527.4211008875802,-3045.258888492348,human
1780.963185682636,39603.47759661262,human
1185.4869705299454,-90384.98429847613,human
1507.9160952021168,45737.47860284724,human
1418.4465442396595,-13452.197285633734,human
1768.8149405688775,57294.6924323453,human
1377.983845320149,-56769.09634735155,human
1881.4863725575178,77870.30471983057,human
1851.515309835621,-4561.404559624888,human
2186.345878397885,48695.603087481875,human
3317.7973033834137,193337.0503390574,human
4090.711534602106,113354.91631376922,human
5741.196232973402,248845.55779566203,human
3821.2346218716716,-282806.0637503225,human
3983.986800406146,25432.439679440395,human
4391.326727388532,62928.452489942196,human
4170.349467093101,-34609.626839662684,human
2577.657958696764,-238622.33843303414,human
2469.2564969122554,-16170.597317231992,human
2224.609793752647,-37378.79373630914,human
2286.4656935184353,9245.659378184846,human
1808.0514179210581,-71834.14154060218,human
1860.604468896918,8120.223684665787,human
1092.6650704630517,-118666.7387764344,human
1179.598839178135,12719.38653701987,human
1875.646486278002,108047.20319842933,human
1994.1082270241718,18446.114978416368,human
1362.468190945014,-93344.03248139512,human
2027.245021878082,99082.33968550838,human
2394.517811170721,57738.14577291126,human
2086.0415887675317,-48923.960278703256,human
1832.656584614503,-37541.9031565603,human
2044.078950116615,30868.8576361949,human
2246.7206532333867,30284.72852127161,human
2486.80293485511,37314.83265897578,human
2365.923047277588,-19023.938913584872,human
2507.529458060654,20569.362257075587,human
2371.543852899993,-20773.782330557322,human
2476.9895022274504,15581.155848397111,human
2415.0657846760228,-9818.428768790809,human
2582.3572741490257,26740.524522201755,human
2045.1050608846438,-79088.83571190685,human
2170.785068032431,18477.992032388956,human
1483.917344291128,-102960.29595650767,human
1412.2259950113719,-10981.495619365953,human
1582.6151551536077,27239.820702135246,human
1366.851525030555,-31261.123247077292,human
779.2048747863565,-91579.4269044305,human
606.7915234368651,-25373.824884862366,human
492.39164863031795,-17812.965530704972,human
633.3940745687528,21660.881189733034,human
744.6929886813701,16254.79580271623,human
803.7220710535393,9488.595267309945,human
1190.2786439500762,55796.53726774852,human
1658.86629897441,71863.65409408693,human
2156.1168310584953,79911.87002269847,human
1842.9523192193703,-47929.47143458819,human
1681.8406100345837,-23950.07925857123,human
1807.6631463209321,18888.259385682755,human
1161.1981658450243,-96113.95035518138,human
1286.2636036066428,20596.924213338614,human
1345.243244649131,8410.23133008336,human
1484.8670655290828,20732.281318797235,human
1511.1059616455575,4025.822399565221,human
1095.700948365467,-62520.988546746696,human
1529.6835279949864,67404.36473506433,human
1172.6042001081767,-51934.921051146324,human
1148.3411936182526,-3940.3115024088834,human
1710.389331856016,85983.17665693563,human
866.1443469282395,-121873.0035196184,human
1770.715152971526,133017.03713040636,human
2415.533017703747,100332.47326449821,human
2351.287416089696,-10374.834783514496,human
2654.672208972668,46116.33567673766,human
1764.097391135412,-130469.49077031348,human
1790.8062372161417,3972.095874615782,human
1850.9898229204296,9251.200405110225,human
2195.485668674483,56373.934057571256,human
1797.7995054711462,-59170.50958029117,human
1583.6647355809625,-31486.286481664392,human
1720.492526837995,21055.81714780365,human
1036.8375180986686,-101262.7374995724,human
1250.165126676602,33336.84210018109,human
1146.8973117881924,-16268.652683958699,human
1341.4579380313096,27665.4036984782,human
1704.534625818012,54279.08482643703,human
1215.2604784335206,-76130.15705117087,human
1581.8529133983789,56324.41174925253,human
1306.8310373597,-44578.9671802649,human
1256.2775148490166,-7013.423797858292,human
1903.4487189344554,102300.17223111376,human
1544.5788989136438,-55430.27514610828,human
1776.2439299830605,34291.133768865715,human
2505.3022932818403,113934.66259612971,human
2721.6660406787696,33231.84895129377,human
2577.4233026806064,-21287.751335561148,human
2262.931393305981,-47872.34787898774,human
2100.015619516534,-24626.744573041153,human
2433.3714939451065,53256.48958403515,human
1595.7852144387257,-119549.836060666,human
1920.6214144612795,51110.84417223985,human
1897.1248385647307,-3822.3551281541486,human
1296.1963114000569,-82565.49694371868,human
1285.9351085914163,-1533.9156028616496,human
1469.8185356453898,28649.12126689905,human
1188.0666397074667,-42859.068804265575,human
1377.46575511225,30534.958000412982,human
1043.2380061316026,-48353.08997173446,human
806.074668685039,-35499.630095480934,human
969.735246876613,25093.848208782,human
1145.262697061317,27612.91300050653,human
766.9233863594807,-58031.45307127282,human
724.75532209013,-6112.305800290111,human
1525.77405258885,128828.40850514604,human
1274.5895915875756,-35794.651904851344,human
1208.1723061014945,-10536.491023995295,human
1189.0153336232436,-2916.415603550431,human
1353.2021749635628,23550.8199234317,human
1412.4077152589225,9854.989859631254,human
1041.0476120802473,-53612.2660724445,human
1070.070980851492,4306.839969244903,human
1040.0747962481769,-4932.880496625109,human
1097.3245391926648,8711.781222328395,human
732.175211980153,-52432.2931778414,human
1143.3516881498501,67159.90259373283,human
1728.8969497114592,84362.28471932204,human
1748.4242203989222,3170.0007568025994,human
1780.4025422537502,4501.050480519226,human
2513.603053274899,120997.23938377593,human
2201.7584824756077,-47607.59010998585,human
1911.0649094877756,-42607.534804205905,human
2284.487858545944,57384.38370801175,human
1647.6210135802846,-92747.23639133522,human
2118.2944917672003,74313.85854520208,human
1446.8024542415455,-98642.5377893669,human
1658.8585701544857,32661.12717384359,human
1769.647499745315,17750.198653062882,human
1409.1395934822779,-50800.596447864315,human
1074.360655737705,-51381.90272606166,human
1179.1590333801928,17475.99612513507,human
752.8504196794706,-59598.290903252906,human
607.7065757236774,-24463.62890412536,human
683.4898803897923,10359.424368357226,human
893.8229974547629,32241.832988746228,human
1108.496351393493,37163.83139832553,human
926.8083180179494,-26624.793695030934,human
1529.138558991868,91647.54186453858,human
992.1308417531172,-76111.70264742883,human
1304.7568534432476,50987.6164146658,human
1559.3367536619824,39697.57951546733,human
1546.935255658005,-1744.028589575001,human
1868.5334123245893,49395.06499557937,human
1971.6160153338847,16067.47832072167,human
1643.11048566715,-50116.46808654217,human
1885.801469455344,39101.13179682546,human
1195.318484366193,-102371.70541857075,human
1038.6166777846715,-22569.795479279608,human
1110.6623191013302,11096.552642370258,human
1248.469455946642,20000.17388577296,human
1077.8011719063145,-28727.613228328195,human
594.5315827919937,-67721.74570514022,human
692.3374201675177,15141.4540629502,human
690.5278208142599,-279.41429118563474,human
974.0437570063065,43664.2441519441,human
467.80072088156015,-74889.33063133241,human
615.3853255266763,22027.425008947022,human
445.55476080875326,-25222.938880303227,human
811.716984053259,59444.01910525327,human
1006.7595240544525,28051.56210599616,human
1043.7454682233868,5754.731371129484,human
1178.1384428509355,20790.211007716818,human
1178.6198984188668,72.65492604147181,human
1844.8585549706868,107800.6119176732,human
1354.5457543576217,-72037.30351907598,human
1503.496433308241,22394.681454109694,human
1089.0273385578591,-62593.50383422409,human
1127.5060734031108,5554.8809622213275,human
1520.4685333383502,62980.66555430701,human
1198.410884315115,-47872.122675293314,human
2354.8512183254106,181549.6619643193,human
2219.510328735075,-19850.363135024785,human
4258.1893895850835,330722.86751651263,human
4574.37599900006,47478.97610681917,human
3874.7117676018747,-104501.2635998267,human
5758.164370307011,280960.7278634479,human
5089.150310742261,-100618.48630553173,human
5771.590944927539,107120.37280512875,human
4760.14952667757,-153328.4945182708,human
3973.789284170211,-116053.26919738164,human
3788.3723589601864,-30116.36723371053,human
2452.850724503785,-191703.75542392273,human
1428.867176597136,-112217.44548164631,human
3003.8702284609326,473110.4777228769,human
1269.8532837055493,-238834.69747324588,human
702.1335476173894,-89133.03986350416,human
321.80719401246495,-54735.25755663426,human
885.7944533269549,85676.71197724747,human
731.2009404201675,-25276.27137406892,human
315.34746183044547,-58646.84807715899,human
995.0450550655204,111187.92254665552,human
742.6759017238,-36757.750784380005,human
1047.4910985051197,45613.0293310741,human
1976.910455151356,152586.00772110285,human
1909.0163050803856,-9714.758135273485,human
2645.027057238831,113926.00073148966,human
3510.5467764323835,133244.735558539,human
3223.521710224402,-43092.32857129978,human
2402.9047862521966,-124711.6506643109,human
2404.7193156329417,278.76956301150113,human
2001.575047577124,-61888.207894136176,human
1586.3053989738162,-60900.94923830239,human
2037.7476413124486,70555.05469351624,human
1686.9174737010176,-51906.182769526116,human
1417.6275477502465,-35293.06044980229,human
1961.896642741186,100450.14706489825,human
1148.617161874263,-119605.2377180245,human
858.0105741171985,-44078.12437912005,human
1216.5375381613476,60484.7188238368,human
1091.056720327131,-17976.729042091953,human
888.4330447674087,-30872.758387636062,human
737.3230237656666,-24913.57568898156,human
575.2822067779068,-22608.976642660877,human
460.94629643197305,-17567.57147437876,human
1176.1104801962847,105139.01144827857,human
1149.676629359174,-4297.848831317459,human
1205.6187054545164,8855.937857520245,human
1709.7854509919189,73647.0796320311,human
1447.4107804311354,-38559.18466123953,human
1559.3472243116435,16953.579399624105,human
1582.3745944617933,3539.1641894559975,human
1499.05303905262,-13547.679219216816,human
1204.5572872501973,-41806.156832326174,human
1008.1324925511091,-30925.874703662335,human
914.5491248914236,-13366.379258615041,human
1138.2491447300702,35310.322445029145,human
1124.0556379601521,-2256.277514462546,human
715.2549393645788,-57343.71443504256,human
796.1852695520122,12887.107351042994,human
1677.1725433296278,132157.66975516983,human
1562.6799606853917,-17544.085099921456,human
2204.0849898901383,98023.23481922338,human
2381.6830764343254,25414.546734378364,human
2258.2112404083387,-19618.092875639828,human
2651.0196842278356,61149.76161325358,human
2121.3572586135488,-79056.4474717521,human
2627.573714807848,82490.60597076706,human
1767.855007619233,-116912.15551133275,human
2500.670030006575,115899.28279258363,human
1954.9490345735182,-88597.62934115934,human
1328.426361667319,-91910.97034245612,human
1213.9369776780868,-17372.862097014317,human
1084.381050974022,-19482.179176773487,human
690.3245151110907,-60827.06111423657,human
1086.2576861592863,64113.353527145824,human
771.9722272999151,-42889.49917799565,human
902.493967518558,20823.425526284318,human
949.4651805114624,7051.4888342815175,human
1120.3191178777854,27069.59365811649,human
1126.0187557454199,907.6280005607922,human
1374.1904200249,34103.512357449734,human
2436.5060504242138,169204.9784622475,human
3232.3368341973737,112806.90232182831,human
3879.566125691184,107656.90062776231,human
3862.802443538995,-2679.572374453341,human
3475.1397457110406,-50033.085240648026,human
4422.234395445985,165945.47906098567,human
3397.3654948924777,-149283.268937912,human
2544.9447367215844,-133262.95410485708,human
2663.866961536363,19315.20923286573,human
2085.146746101624,-84904.28187340539,human
2051.2804213309705,-4887.844927939556,human
2072.4470822365743,3260.592423351602,human
1486.8673118508277,-87067.94190676798,human
1556.200320114683,10479.790763383247,human
1219.6775445525554,-50909.9665872438,human
1145.1878487663255,-11829.63269073369,human
1397.1230650842324,38178.07954126246,human
627.2600079053557,-117121.49801151945,human
323.2728814212494,-49135.397146741416,human
139.37806134316952,-25630.903513533736,human
446.9474656342131,45822.455251502186,human
477.149596147283,4803.644792366279,human
684.7551463731083,31787.71181449203,human
499.51244074699184,-29260.88280715712,human
784.7619446606726,41568.45025582541,human
696.5279511547923,-13742.301964266167,human
336.9408608693831,-54184.213081819755,human
646.406509664251,47150.0239239678,human
349.80973713398527,-46399.50130210673,human
996.1778855158743,91060.87969336125,human
1127.3279066195669,21121.296963419678,human
1723.21446179129,93349.1208599006,human
2918.4877158181475,183854.31239760396,human
2689.871001633369,-31840.876598773826,human
2614.92732837063,-11390.65620164509,human
3443.7744246416178,139113.11289627003,human
2711.9912497895784,-106692.19610034094,human
3393.9473850065533,99234.36531241669,human
3229.9232709257285,-26895.773790439805,human
2219.2969385469187,-143292.34224872463,human
2108.4283942401175,-16529.2140496994,human
1665.1228544020764,-72382.3652664612,human
1519.273148933856,-22048.585440410126,human
1466.027263194687,-7805.99201465708,human
1123.3947989054425,-52871.66460020734,human
1089.8340855598185,-5452.369920145798,human
971.5465747989214,-18170.736138824857,human
784.0536757575492,-27298.049723022203,human
431.1882820132826,-53793.65145360928,human
302.17240012967835,-19492.519341807892,human
459.1530390540684,22793.10837965607,human
786.8647756265947,51572.96441366851,human
1392.6241376610685,93159.49529639723,human
1465.7058144292164,10658.464104987994,human
1625.2159794963463,24830.541990117406,human
1893.4409477737152,40150.50168970882,human
1582.7242786783374,-49932.57348863675,human
1158.6096336966782,-64521.79005822101,human
1456.6488124935508,44080.077569182205,human
1412.9409607621978,-6904.599350239947,human
638.6400777841598,-110573.46670791996,human
695.5761562188627,9334.605852440618,human
508.0895758931498,-26420.363990272104,human
161.2511629695129,-55928.09744643658,human
524.2591047938608,52782.55780439679,human
340.2905867820209,-27996.80312656044,human
310.36732277638004,-4643.601669080788,human
209.25112362915732,-14961.444898860296,human
311.3118088027908,15886.348254528,human
153.13267615918218,-24222.393894254037,human
348.54871645232936,30460.6168970458,human
205.29684011752752,-20795.414734315047,human
745.0977048248419,80440.87707117699,human
856.4123110344839,17702.55926607743,human
1262.764103316763,63645.503856631425,human
1024.427757506774,-34529.20757750062,human
1202.7109215384064,26802.888563408433,human
1532.4457435147972,50530.07244263295,human
2080.802834868887,81501.64215786057,human
2471.975514704954,63484.64385262091,human
2750.268510910888,43192.918411727835,human
3485.6904846156062,112199.30619807926,human
4530.0617290585205,148866.96645885787,human
4748.863931399817,33640.870692408746,human
3657.636260578363,-171126.17156349024,human
3620.28037373033,-5539.5964372171875,human
2755.9034429485855,-129763.39948765507,human
2507.921527994927,-38569.79040374491,human
1944.1513544705529,-84063.54630075641,human
2084.0120425818704,21724.992355679275,human
1610.3222970449915,-60877.52158549803,human
1975.7058463129588,70116.19537122351,human
1377.462396369475,-87349.95805443687,human
1304.6742822946287,-11039.431495808512,human
1556.9635101525669,39280.51217793761,human
1554.7749969380102,-314.57469944715336,human
1613.814544055406,9527.887981249782,human
1447.7021524990223,-26083.85565327043,human
1815.0063932933397,52057.36454621101,human
1572.2477644216008,-38555.17013560718,human
1763.235173446685,27966.040134881532,human
2218.540953612638,75081.22095432192,human
1448.359404675576,-111549.96897105963,human
1607.4000686039437,24048.77398793745,human
1825.8929859604364,35262.061535265166,human
1604.230318192217,-31430.717176163398,human
1590.5416346652466,-2048.1770858984764,human
1539.3937975876347,-8540.19019291306,human
1707.9030267890857,23900.275060075845,human
1485.0247840249256,-33097.97143247019,human
1208.8476127035678,-42745.89521317598,human
1325.950955966407,18299.13270968665,human
1300.4183575377933,-3913.0181131075783,human
1152.0101792324513,-21890.174985891455,human
993.0356665395284,-24654.73967409788,human
1446.7107161752601,69571.53578981932,human
532.4734388536922,-135015.98778983,human
908.5069078749766,60392.04637960826,human
630.1095855156391,-41347.08412453733,human
316.82821641440705,-44388.801417024995,human
471.1578380011694,25708.14365700956,human
202.30701233000417,-38459.8258361484,human
383.2440692341974,31011.15648584036,human
131.55711686845243,-33111.20980664493,human
39.31447425154191,-3626.470998056711,human
72.61355216232126,2417.9643308315754,human
155.13200429041683,12801.252869574279,human
154.3726168568274,-117.22862533139183,human
477.0048902536108,51299.05738796855,human
297.0154728605318,-26729.820958448494,human
290.42404099155243,-957.1551396547469,human
497.0732401042901,34239.92898930837,human
750.0543633762518,37949.91907239206,human
598.8654649295021,-22635.452490123007,human
602.3486159480128,524.5177987844637,human
352.22702002851537,-39399.33189061974,human
631.4513607898148,42763.054345217846,human
902.0371218141237,38592.18375296868,human
562.5405697609534,-52968.48366115464,human
746.3439980070465,27436.11709691808,human
668.3829006769726,-11651.672690133923,human
557.7479581354175,-17114.279783204776,human
615.9118373441494,8443.755753173915,human
452.1068293838203,-26183.231711434455,human
593.9561016203994,19858.443589418315,human
450.7497702432252,-22821.94948594579,human
488.99697091707986,5914.33368143162,human
687.36478891123,30489.022407715045,human
671.8782765455461,-2326.6401877440153,human
477.65607314732335,-29336.897313525613,human
597.8564197226215,19931.084974981586,human
308.5419239497081,-39920.81280647148,human
485.3466715147422,27136.009218787054,human
821.1072521166017,51195.35939583764,human
1104.5083845056856,46662.10658648286,human
633.8705638212543,-66707.15375263561,human
722.6373511807434,14343.525495590953,human
1033.3331312706882,44099.91719845604,human
1030.859506404607,-403.18403102258964,human
573.4318727352827,-63617.96384408055,human
705.4608193086824,20827.016387551117,human
1149.660919768405,70147.2235752491,human
614.0088200941117,-79768.78197309736,human
622.0480708589855,1212.8722578365293,human
714.3264299706218,14739.460403494899,human
445.26500064303997,-37885.236648126556,human
506.55185759069946,9817.281898983958,human
339.6251624949947,-25353.659422295666,human
426.49601735416735,12350.024540529685,human
478.64769832686886,8825.4994597751,human
133.13560182833925,-45999.96090630297,human
0.0,-22958.154310365113,human
154.5318694274556,23880.098668744187,human
144.4419037123769,-1457.4138562785822,human
162.05486438451433,2854.265953133016,human
0.0,-4912.209681995692,human
21.757510050577096,473.38924360096337,human
24.955400066638106,79.80462471991025,human
0.0,-1283.5450816831863,human
74.74212805388741,5586.385706023704,human
0.0,-5904.7900145963,human
144.13415807560136,10387.327762081222,human
105.76053052939471,-2029.207603812105,human
0.0,-7828.597431155469,human
107.2474434352304,8133.152183954592,human
75.82853940303364,-2382.449602405564,human
163.9745103405137,14453.692422962442,human
0.0,-23464.99299280989,human
0.0,0.0,human
142.0065005417118,20165.846196103194,human
51.253806486301535,-4651.421019226526,human
170.10601451920348,20217.47542528421,human
50.67665466495904,-6052.280426190669,human
37.33181429792082,-498.1871024176682,human
76.97241746343433,3051.233055358242,human
25.233297838419936,-1305.548615395626,human
5.542219212625409,-26.46846435345625,human
1323.959595959596,249361.61963200424,human
1413.4648803056286,13722.21551844805,human
1180.1340100062678,-34154.41483283627,human
1288.6407166878284,16956.412587976774,human
1078.4410751455805,-32058.514138366485,human
949.3968439315795,-17326.122320106573,human
523.132748513699,-74330.90260955381,human
562.0265979184484,5301.677872399677,human
818.8161799156645,42052.692914620166,human
622.0033240280062,-29690.786918714846,human
775.4879266353585,23805.09124928551,human
606.7489783371307,-25595.546121407908,human
457.7111546398949,-21571.88004985198,human
478.47410449463837,3311.511279471819,human
619.0198810878281,21100.752154774036,human
1125.5991412360067,81457.8828843945,human
608.9070518636809,-78654.36421524711,human
558.514464529445,-7036.247232808504,human
